[SCAN]              	playful_bryan (SCAN:07d28ffd932f53936786f398d35fb6620d626e14)	TARGET	(distance-0)
[DNS_NAME]          	lastminute.kiwi.com	dnsdumpster	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.jira-test.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	abaviaiton.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	app.kiwi.com	crt	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	automation.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.balkan.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	o2.ptr2418.kiwi.com	dnsdumpster	(a-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tours.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	overland.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	code.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	aerolinkuganda.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	logg.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.learn.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	beta-balkan.kiwi.com	crt	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.rooms.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	locations.locations-dev.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	go.kiwi.com	crt	(a-record, aaaa-record, cloud-amazon, cname-record, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[DNS_NAME]          	skybahamas.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ep2018.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	automation-dev.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	flightlink.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	track-md.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	flyulendo.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	amadeus.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	kiwibase.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	theairlinereviewer.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ancillaries.automation.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	airylang.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	covid-19.th.cloud.tc.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	carriers.banana.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kayak.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	preprod.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	zanair.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	pipedoge.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	helpcenter.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	visitberlin.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	hotels.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	holidays.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	img.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.pki.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jsweekend.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	log.banana.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	antivirus.154062.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.assets.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	plataforma10.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.code.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	blvairport.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	merch.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ep18.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.design.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	stanstedairport.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	learning.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mark-feed-gen.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	packages.kiwi.com	massdns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flywestair.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	antivirusfirewallsoftware.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	auricair.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flyafrijet.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fe.staging.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	tag-manager-preview.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	governorsaviation.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	cs-messaging-storage.kiwi.com	crt	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	shichor.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	airasia.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	lemon.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	https://stanstedairport.kiwi.com/en/	httpx	(dir, distance-0, http-title-stansted-airport-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-192-226, status-200)
[URL]               	https://jetwaysairlines.kiwi.com/en/	httpx	(dir, distance-0, http-title-jetwaysairlines-find-cheap-flights-discover-new-destinations, in-scope, ip-104-16-193-226, status-200)
[URL]               	https://email.surveys-mg.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-404)
[DNS_NAME]          	lublinairport.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	parking.kiwi.com	crt	(a-record, aaaa-record, cloud-amazon, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[DNS_NAME]          	brmo.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	statusflare.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	nizkocenovci-origin-cf.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[URL]               	http://email.surveys-mg.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	hamburgairport.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	rooms.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	sevenair.kiwi.com	rapiddns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	playtravel.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.surveys-mg.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	8648511.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	noniata.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	outsrc-ancill-modules.automation.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[OPEN_TCP_PORT]     	email.surveys-mg.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	tag-manager.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kyc.kiwi.com	massdns	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	laoskyway.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ssl-for-saas-proxy.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	public-documents.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	email.surveys-mg.kiwi.com:80	speculate	(distance-0, in-scope)
[DNS_NAME]          	antivirus.helpcenter.kiwi.com	rapiddns	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	yamsafer.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	staging-tequila-fe-deposit.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	regionalairsafaris.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bookingtours.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	airexcel.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	swaghetti.banana.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tripadvisor.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flysafarilink.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kayaknomadwl.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	eastafrican.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	emetebe.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	meals-ui.automation.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	talisair.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	refresh-api.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	anguillaairservices.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	gdpr-data-sandbox.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flysal.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	quick-frodo-sandbox.automation.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	flightprim.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	university.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	travelgate.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	pulkovoairport.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	black-box-test.automation.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	mlweekend.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	static-data-sandbox.kiwi.com	crt	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	widgets.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.txn-dev-mg.kiwi.com	crt	(a-record, cloud-google, cname-record, distance-0, in-scope, mx-record, ns-record, resolved, soa-record, subdomain, txt-record)
[DNS_NAME]          	rkomor.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	sembo.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	traveltobrno.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	cloudweekend.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	api-sygictravel.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.surveys-mg.kiwi.com	excavate	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flyeverywhere.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	banana-api.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	bravofly.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flightguru.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	banana.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	goavio.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bookingcom.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	syltair.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.citi-decrypt.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	rumbo.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ipdemat.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.code.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.confluence-test.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cars.kiwi.com	crt	(a-record, cdn-cloudflare, cname-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	travel360.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	jamesvillasflights.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	frei-storybook-master.fe.staging.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	elitetravel.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	stewartislandflights.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	confluence-test.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	madagasikaraairways.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	aerososa.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	volagratis.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	k.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	kw-autobooking-es-kibana.automation.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	fe-search-cloud-run.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	interilesair.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bluebirdairways.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	autobooking.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	fluggesellschaft.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	mobileweekend.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www-origin.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	check-in.automation.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.holidays.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	url4192.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	bergamolynk.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	surveys-api.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	airflamenco.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	smartfaq.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tripsguard.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	pythonweekend.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jobs.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	care.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	air-loyaute.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	surveys.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	tequila-fe-deposit-smartpoint.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	kyc.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	status.kiwi.com	crt	(a-record, cloud-amazon, cname-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flybeyond.kiwi.com	crt	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.cars.kiwi.com	crt	(distance-0, in-scope, subdomain, unresolved)
